TAZ,work_low,work_med,work_high,work_veryhigh
1015,13,38,47,120
1016,41,74,97,203
1017,13,18,39,105
1018,20,40,51,113
1019,10,21,12,41
1020,23,81,83,222
1021,7,25,21,50
1022,59,71,102,201
1023,19,42,29,99
1024,40,77,84,214
1025,11,34,36,87
1026,57,101,145,295
1027,89,153,184,481
1028,9,8,17,53
1029,23,42,28,98
1030,21,35,53,112
1031,62,131,156,376
1032,2,11,4,12
1033,3,13,14,36
1034,24,22,35,96
1035,13,38,40,113
1036,19,40,48,100
1037,14,32,39,115
1038,5,9,15,40
1039,3,9,9,24
1040,47,112,134,327
1041,12,27,42,85
1042,18,35,34,92
1043,8,22,21,50
1044,29,67,73,208
1045,2,6,18,42
1046,39,62,90,268
1047,19,36,37,105
1048,58,125,175,353
1049,23,36,61,115
1050,124,213,245,531
1051,37,59,76,137
1052,0,6,18,44
1053,4,5,3,18
1054,23,38,68,111
1055,1,10,14,24
1056,35,41,48,126
1057,6,14,22,71
1058,53,140,149,456
1059,8,15,25,51
1060,1,5,4,18
1061,1,9,10,38
1062,12,13,40,72
1063,7,13,13,32
1064,4,8,17,19
1065,5,9,17,24
1066,1,3,1,5
1067,2,7,12,30
1068,16,41,79,153
1069,3,13,15,60
1070,18,35,46,136
1071,1,8,9,13
1072,3,8,13,28
1073,3,12,17,26
1074,2,3,8,11
1075,2,1,10,18
1076,5,6,9,17
1077,13,19,40,86
1078,4,5,7,13
1079,5,18,24,71
1080,0,4,5,1
1081,5,6,22,36
1082,3,2,5,9
1083,25,46,58,119
1084,3,3,8,20
1085,0,2,0,6
1086,4,11,9,23
1087,1,4,6,17
1088,1,2,2,16
1089,0,1,1,4
1090,0,0,3,1
1091,4,2,5,22
1092,4,9,10,43
1093,0,1,0,7
1094,2,9,7,29
1095,2,5,3,20
1096,7,23,24,74
1097,8,7,26,37
1098,18,39,60,141
1099,4,8,11,27
1100,1,2,0,15
1101,7,11,17,37
1102,11,21,26,53
1103,1,8,13,13
1104,2,1,7,15
1105,1,7,4,25
1106,19,29,37,83
1107,2,19,28,56
1108,43,59,87,177
1109,6,16,16,52
1110,10,27,27,95
1111,1,7,3,23
1112,2,14,14,27
1113,16,25,39,101
1114,128,225,312,568
1115,7,14,16,43
1116,7,14,20,64
1117,7,17,30,56
1118,2,1,5,14
1119,189,381,534,1277
1120,15,17,23,67
1121,6,11,19,53
1122,3,3,6,41
1123,5,9,17,34
1124,22,43,43,105
1125,0,7,8,22
1126,1,5,2,8
1127,2,5,12,21
1128,2,1,8,20
1129,4,19,18,65
1130,2,6,13,38
1131,3,6,3,19
1132,1,2,6,19
1133,1,5,4,16
1134,5,11,22,33
1135,1,1,3,7
1136,10,24,40,86
1137,6,25,32,83
1138,4,5,17,32
1139,3,0,1,5
1140,0,0,4,4
1141,0,0,2,4
1142,1,4,10,17
1143,8,21,25,57
1144,0,6,3,8
1145,4,6,10,16
1146,0,4,0,6
1147,1,3,4,11
1148,5,4,7,29
1149,175,305,419,796
1150,7,5,14,22
1151,4,5,14,21
1152,1,2,2,9
1153,2,2,4,17
1154,1,10,10,13
1155,2,6,15,33
1156,14,23,37,65
1157,1,6,11,20
1158,10,11,9,39
1159,2,20,22,55
1160,3,8,11,24
1161,4,11,6,25
1162,7,22,30,54
1163,3,2,2,5
1164,0,0,4,7
1165,3,14,10,26
1166,0,1,0,0
1167,2,4,5,15
1168,7,8,17,33
1169,2,18,24,31
1170,46,110,139,374
1171,29,74,111,237
1172,1,2,1,6
1173,0,3,4,9
1174,6,4,13,26
1175,4,17,25,27
1176,2,4,1,6
1177,0,1,5,2
1178,11,19,19,41
1179,17,34,41,111
1180,1,2,2,7
1181,7,11,21,55
1182,10,21,26,47
1183,0,5,4,9
1184,5,6,9,14
1185,2,7,5,13
1186,5,20,27,71
1187,141,304,589,1330
1188,6,10,19,37
1189,0,6,1,8
1190,5,10,9,29
1191,5,12,16,47
1192,4,9,7,24
1193,1,9,13,24
1194,2,2,4,12
1195,6,8,16,42
1196,3,3,4,14
1197,3,15,14,25
1198,9,22,26,61
1199,35,63,121,238
1200,39,110,239,559
1201,14,33,48,110
1202,0,1,5,9
1203,1,1,0,3
1204,2,2,3,6
1205,4,4,5,9
1206,58,130,216,583
1207,2,0,3,12
1208,8,21,25,60
1209,4,27,44,130
1210,2,14,14,44
1211,42,123,176,440
1212,32,77,92,184
1213,0,1,2,8
1214,6,8,16,34
1215,11,25,32,61
1216,11,17,28,69
1217,16,30,55,106
1218,7,14,11,34
1219,117,189,193,394
1220,0,1,7,13
1221,1,7,11,17
1222,12,24,22,51
1223,9,30,25,47
1224,8,28,35,52
1225,10,12,10,13
1226,6,18,12,38
1227,1,3,2,7
1228,6,17,24,36
1229,31,77,100,216
1230,20,55,48,76
1231,9,20,23,46
1232,3,3,4,4
1233,0,1,2,4
1234,11,21,32,80
1235,7,19,15,37
1236,13,22,23,35
1237,4,8,16,22
1238,3,6,16,27
1239,5,14,11,32
1240,1,1,6,7
1241,46,72,93,174
1242,0,6,0,5
1243,10,27,27,70
1244,5,16,18,41
1245,19,28,48,103
1246,6,20,10,29
1247,0,2,2,7
1248,6,11,11,29
1249,16,30,75,144
1250,12,19,29,78
1251,60,132,170,481
1252,0,0,0,0
1253,3,6,7,11
1254,7,6,12,16
1255,11,23,14,65
1256,17,18,16,38
1257,29,51,56,161
1258,14,33,40,75
1259,0,1,2,2
1260,1,0,6,6
1261,4,2,2,15
1262,26,38,52,155
1263,6,4,19,23
1264,2,6,12,35
1265,26,69,98,208
1266,3,6,4,24
1267,2,1,2,5
1268,57,127,227,702
1269,0,2,6,7
1270,0,5,9,20
1271,3,19,18,48
1272,0,3,2,5
1273,4,21,27,50
1274,2,5,5,17
1275,12,30,30,84
1276,8,16,27,40
1277,17,48,57,139
1278,2,4,2,11
1279,1,3,5,15
1280,3,5,10,18
1281,3,8,12,24
1282,2,4,4,20
1283,1,1,7,7
1284,17,35,44,74
1285,16,52,59,129
1286,44,135,163,363
1287,18,41,69,115
1288,28,87,108,289
1289,1,4,2,1
1290,25,23,36,47
1291,3,9,7,27
1292,7,11,23,37
1293,6,8,11,23
1294,6,20,25,58
1295,6,14,5,25
1296,39,61,81,243
1297,7,14,23,89
1298,7,4,11,20
1299,26,35,44,103
1300,14,24,40,112
1301,22,51,74,187
1302,0,7,6,18
1303,0,1,0,10
1304,5,12,15,44
1305,2,5,9,9
1306,4,9,8,21
1307,8,19,15,49
1308,23,73,124,278
1309,2,6,6,19
1310,0,2,3,8
1311,5,9,20,26
1312,2,6,4,4
1313,18,30,18,27
1314,12,11,9,28
1315,19,12,13,41
1316,13,12,13,13
1317,8,7,6,7
1318,1,10,7,14
1319,0,2,2,3
1320,19,50,59,153
1321,9,12,15,34
1322,9,25,27,45
1323,13,45,46,138
1324,0,6,4,16
1325,9,14,16,49
1326,7,6,11,28
1327,16,36,70,213
1328,1,1,4,8
1329,2,3,1,8
1330,1,6,12,17
1331,31,61,100,373
1332,19,30,43,122
1333,11,19,27,51
1334,18,26,23,73
1335,37,71,88,262
1336,10,7,12,33
1337,27,37,58,128
1338,6,27,20,34
1339,7,12,12,21
1340,5,17,19,36
1341,7,14,14,21
1342,9,30,29,59
1343,12,30,30,68
1344,3,17,14,38
1345,5,15,14,38
1346,6,20,25,21
1347,10,15,17,23
1348,5,4,6,17
1349,1,2,3,7
